date,open,high,low,close,volume,amount,is_extreme
2020-01-02,48.12226108,48.53972549,47.74274798,48.50177418,6713368,85383166.0,False
2020-01-03,48.5776768,49.45055693,48.53972549,48.61562811,6549513,84455343.0,False
2020-01-06,48.31201763,48.5776768,47.74274798,48.04635846,6276665,79700381.0,False
2020-01-07,48.04635846,48.50177418,47.78069929,48.42587156,5161814,65527090.0,False
2020-01-08,48.23611501,48.23611501,47.32528357,47.4391375,5706842,71927500.0,False
2020-01-09,47.85660191,49.52645955,47.85660191,48.91923859,9036631,116620599.0,False
2020-01-10,48.9571899,49.18489776,48.08430977,48.53972549,5130305,65485116.0,False
2020-01-13,48.50177418,49.52645955,48.00840715,49.52645955,7370516,95159658.0,False
2020-01-14,49.45055693,49.86802134,49.03309252,49.22284907,4630945,60199946.0,False
2020-01-15,49.22284907,49.41260562,48.65357942,48.91923859,5271424,68003035.0,False
2020-01-16,48.91923859,49.94392396,48.65357942,49.60236217,7614162,99247192.0,False
2020-01-17,49.7162161,50.51319361,49.18489776,50.32343706,8377492,110237285.0,False
2020-01-20,50.0957292,53.47339579,49.79211872,53.09388269,16975131,233540785.0,False
2020-01-21,53.81495758,54.46012985,52.41075911,53.8908602,13933305,196825482.0,False
2020-01-22,53.85290889,55.06735081,52.18305125,52.7523209,10920600,152964509.0,False
2020-01-23,53.131834,54.80169164,51.27221981,52.98002876,16297204,228154664.0,False
2020-02-03,47.70479667,51.49992767,47.66684536,48.65357942,15480190,201301265.0,False
2020-02-04,49.86802134,50.58909623,48.88128728,50.05777789,13009584,170356994.0,False
2020-02-05,50.05777789,55.0293995,49.41260562,54.57398378,19329470,265843256.0,False
2020-02-06,55.67457177,60.03897242,53.77700627,60.03897242,49186890,763822234.0,False
2020-02-07,60.03897242,60.26668028,57.64803989,58.8245305,40072553,620723424.0,False
2020-02-10,58.10345561,58.4450174,56.47154928,58.14140692,25616965,388174848.0,False
2020-02-11,58.33116347,58.74862788,55.4089126,55.90227963,22732370,339265017.0,False
2020-02-12,55.94023094,57.04081893,55.06735081,56.24384142,14222027,210900980.0,False
2020-02-13,56.09203618,56.20589011,53.54929841,54.04266544,18746460,269838126.0,False
2020-02-14,54.49808116,54.57398378,53.20773662,54.57398378,13891087,197265438.0,False
2020-02-17,56.50950059,58.78657919,55.63662046,57.98960168,36068279,545236450.0,False
2020-02-18,57.57213727,57.57213727,55.10530212,56.43359797,23992267,355242023.0,False
2020-02-19,56.05408487,57.23057548,55.21915605,56.05408487,18524327,275057814.0,False
2020-02-20,55.82637701,57.00286762,55.56071784,56.5474519,17162341,254596756.0,False
2020-02-21,56.35769535,56.50950059,55.37096129,56.28179273,19558205,287858218.0,False
2020-02-24,55.56071784,55.56071784,54.00471413,54.04266544,36545728,524496306.0,False
2020-02-25,52.60051566,55.0293995,52.06919732,54.57398378,33143817,472013808.0,False
2020-02-26,53.20773662,54.38422723,52.94207745,53.32159055,17099697,241629638.0,False
2020-02-27,53.54929841,53.85290889,52.18305125,52.90412614,19404904,270904420.0,False
2020-02-28,51.49992767,53.8908602,51.27221981,52.3728078,23741349,328466357.0,False
2020-03-02,52.86617483,54.46012985,52.56256435,53.85290889,19822930,279165981.0,False
2020-03-03,53.81495758,54.04266544,52.10714863,52.67641828,28051824,393492092.0,False
2020-03-04,52.71436959,53.35954186,51.72763553,52.22100256,13756081,189642266.0,False
2020-03-05,52.56256435,53.131834,52.14509994,53.01798007,22422358,311228371.0,False
2020-03-06,52.3728078,53.28363924,52.03124601,52.63846697,17830383,247977171.0,False
2020-03-09,53.28363924,54.23242199,51.12041457,51.46197636,24514491,336213712.0,False
2020-03-10,51.91739208,52.56256435,50.20958313,51.80353815,29929698,404128835.0,False
2020-03-11,51.9932947,52.06919732,50.4752423,50.51319361,18172317,245314508.0,False
