date,open,high,low,close,volume,amount,is_extreme
2020-01-02,166.146768,169.67738682,165.93908454,167.32364094,37373749,908138836.0,False
2020-01-03,167.66978004,168.5697417,166.63136274,166.8390462,20009024,483696935.0,False
2020-01-06,166.4929071,166.4929071,161.37004842,161.71618752,52456395,1235861323.0,False
2020-01-07,162.20078226,162.89306046,161.57773188,162.89306046,18661078,437713475.0,False
2020-01-08,162.61614918,166.146768,161.3008206,165.38526198,30614378,723425993.0,False
2020-01-09,166.146768,173.69260038,165.4544898,172.7234109,54666733,1346215615.0,False
2020-01-10,172.58495526,174.1079673,171.54653796,173.4156891,25641817,640551457.0,False
2020-01-13,174.52333422,175.76943498,171.89267706,175.1463846,24056031,606341080.0,False
2020-01-14,173.4156891,175.56175152,170.6465763,172.86186654,34787257,868770351.0,False
2020-01-15,171.54653796,172.58495526,169.19279208,170.02352592,19075745,469505055.0,False
2020-01-16,171.6849936,174.24642294,170.36966502,171.6849936,18671233,464838456.0,False
2020-01-17,173.27723346,174.24642294,170.57734848,171.26962668,16842878,418796517.0,False
2020-01-20,170.71580412,171.26962668,166.42367928,167.1851853,28635719,694920052.0,False
2020-01-21,166.56213492,166.56213492,159.5701251,159.9162642,42029629,983474682.0,False
2020-01-22,159.36244164,161.57773188,158.8778469,160.67777022,22739918,527259384.0,False
2020-01-23,159.9162642,159.9162642,155.762595,156.52410102,24893614,566075416.0,False
2020-02-03,141.2247528,148.56290172,140.8786137,141.917031,51347241,1061826611.0,False
2020-02-04,143.16313176,145.378422,140.74015806,141.2247528,47281024,972245457.0,False
2020-02-05,141.98625882,145.10151072,141.36320844,144.61691598,40502814,839131322.0,False
2020-02-06,145.0322829,146.55529494,142.6093092,145.44764982,29328782,612449565.0,False
2020-02-07,145.51687764,147.4552566,143.50927086,147.1091175,27022328,565735375.0,False
2020-02-10,145.378422,149.39363556,145.10151072,148.1475348,26828873,572839502.0,False
2020-02-11,149.5320912,150.01668594,147.31680096,147.66294006,22062525,473508715.0,False
2020-02-12,147.66294006,149.8782303,146.62452276,149.8782303,19535422,419442714.0,False
2020-02-13,149.25517992,151.6089258,148.4936739,149.25517992,19297073,417275768.0,False
2020-02-14,149.25517992,150.77819196,147.52448442,148.77058518,16721894,359807269.0,False
2020-02-17,149.11672428,159.50089728,148.97826864,157.42406268,47188318,1062163456.0,False
2020-02-18,157.07792358,157.07792358,155.00108898,156.31641756,24709417,556644944.0,False
2020-02-19,155.90105064,160.40085894,155.83182282,157.4932905,31059043,712715950.0,False
2020-02-20,158.5317078,159.9162642,157.00869576,159.223986,21201672,486957804.0,False
2020-02-21,160.74699804,165.31603416,160.6085424,165.1083507,34526170,818442696.0,False
2020-02-24,163.3776552,168.36205824,163.3776552,164.0699334,27932206,670025680.0,False
2020-02-25,162.685377,165.31603416,159.36244164,163.93147776,25137632,589682445.0,False
2020-02-26,162.20078226,164.83143942,159.5701251,162.75460482,25750072,604446204.0,False
2020-02-27,162.89306046,165.93908454,160.47008676,161.6469597,24048411,565715636.0,False
2020-02-28,159.223986,160.6085424,153.75498822,153.75498822,29787871,672529339.0,False
