date,open,high,low,close,volume,amount,is_extreme
2020-01-02,5.91440976,6.02002422,5.89093988,5.9261447,23035861,116810140.0,False
2020-01-03,5.9261447,6.00828928,5.87920494,5.94961458,14100291,71433438.0,False
2020-01-06,5.91440976,6.00828928,5.89093988,5.96134952,21172388,107622474.0,False
2020-01-07,5.99655434,6.14910856,5.96134952,6.05522904,23291230,120292953.0,False
2020-01-08,6.0434941,6.05522904,5.85573506,5.89093988,22276909,112923179.0,False
2020-01-09,5.89093988,5.94961458,5.85573506,5.87920494,19290101,96824058.0,False
2020-01-10,5.89093988,5.90267482,5.8087953,5.82053024,12690312,63367348.0,False
2020-01-13,5.82053024,5.84400012,5.77359048,5.83226518,13802112,68430571.0,False
2020-01-14,5.83226518,5.91440976,5.8087953,5.8087953,15849693,79053097.0,False
2020-01-15,5.8087953,5.82053024,5.71491578,5.72665072,16343706,80061878.0,False
2020-01-16,5.73838566,5.7501206,5.70318084,5.71491578,10500643,51167288.0,False
2020-01-17,5.70318084,5.7501206,5.66797602,5.67971096,10366143,50371245.0,False
2020-01-20,5.77359048,5.77359048,5.6914459,5.72665072,14927806,72728646.0,False
2020-01-21,5.72665072,5.72665072,5.62103626,5.64450614,16088421,77438242.0,False
2020-01-22,5.60930132,5.66797602,5.55062662,5.59756638,20325864,96948895.0,False
2020-01-23,5.56236156,5.58583144,5.43327722,5.48021698,18237587,85531319.0,False
2020-02-03,4.9286748,5.03428926,4.9286748,4.9286748,22453100,94748704.0,False
2020-02-04,4.89346998,4.99908444,4.85826516,4.99908444,27643333,116584381.0,False
2020-02-05,4.9873495,5.09296396,4.95214468,5.0460242,22755380,97628042.0,False
2020-02-06,5.05775914,5.11643384,4.99908444,5.11643384,24367116,104730482.0,False
2020-02-07,5.08122902,5.08122902,5.01081938,5.0460242,19087891,82034721.0,False
2020-02-10,5.01081938,5.11643384,5.01081938,5.11643384,16684841,72100809.0,False
2020-02-11,5.09296396,5.25725312,5.08122902,5.15163866,22397356,98589297.0,False
2020-02-12,5.15163866,5.17510854,5.09296396,5.17510854,14465718,63252796.0,False
2020-02-13,5.15163866,5.18684348,5.1046989,5.12816878,13360734,58503102.0,False
2020-02-14,5.1046989,5.1633736,5.09296396,5.13990372,9996504,43706747.0,False
2020-02-17,5.13990372,5.24551818,5.12816878,5.23378324,18247060,80863399.0,False
2020-02-18,5.23378324,5.25725312,5.19857842,5.2220483,13827213,61534641.0,False
2020-02-19,5.2220483,5.32766276,5.19857842,5.29245794,19067734,85840001.0,False
2020-02-20,5.29245794,5.35113264,5.25725312,5.35113264,12781808,57795688.0,False
2020-02-21,5.32766276,5.38633746,5.31592782,5.35113264,14362601,65389757.0,False
2020-02-24,5.30419288,5.3393977,5.23378324,5.26898806,13775985,61890250.0,False
2020-02-25,5.1633736,5.19857842,5.06949408,5.13990372,21370899,93362567.0,False
2020-02-26,5.08122902,5.30419288,5.08122902,5.24551818,22525982,100090457.0,False
2020-02-27,5.25725312,5.29245794,5.19857842,5.23378324,13581501,60636070.0,False
2020-02-28,5.1633736,5.18684348,5.01081938,5.05775914,21711145,94245240.0,False
2020-03-02,5.06949408,5.21031336,5.06949408,5.21031336,21970732,96642722.0,False
2020-03-03,5.30419288,5.3393977,5.19857842,5.23378324,21354513,95739076.0,False
2020-03-04,5.2220483,5.280723,5.1633736,5.26898806,21922166,97444827.0,False
2020-03-05,5.30419288,5.36286758,5.26898806,5.36286758,29865142,135429000.0,False
2020-03-06,5.31592782,5.31592782,5.25725312,5.26898806,19586751,88232372.0,False
2020-03-09,5.19857842,5.19857842,5.09296396,5.11643384,27160656,118859482.0,False
2020-03-10,5.05775914,5.2220483,5.0460242,5.21031336,23229515,101789005.0,False
2020-03-11,5.19857842,5.21031336,5.13990372,5.13990372,12307722,54286428.0,False
2020-03-12,5.09296396,5.12816878,5.0460242,5.09296396,14742205,63864040.0,False
2020-03-13,4.97561456,5.03428926,4.90520492,5.01081938,24567892,103963408.0,False
2020-03-16,5.03428926,5.05775914,4.90520492,4.94040974,21636251,91883476.0,False
2020-03-17,4.90520492,4.97561456,4.8700001,4.91693986,18605908,77871772.0,False
2020-03-18,4.94040974,4.95214468,4.82306034,4.83479528,16182812,67640844.0,False
2020-03-19,4.82306034,4.8700001,4.693976,4.76438564,18861121,76511687.0,False
2020-03-20,4.78785552,4.83479528,4.74091576,4.8113254,12001748,48949801.0,False
2020-03-23,4.7526507,4.77612058,4.693976,4.70571094,14656703,58988589.0,False
2020-03-24,4.76438564,4.77612058,4.67050612,4.74091576,19071222,76783542.0,False
2020-03-25,4.78785552,4.79959046,4.7526507,4.78785552,16223684,65989523.0,False
2020-03-26,4.76438564,4.77612058,4.71744588,4.74091576,10533288,42560225.0,False
2020-03-27,4.7526507,4.79959046,4.74091576,4.7526507,10953240,44472228.0,False
2020-03-30,4.72918082,4.72918082,4.65877118,4.68224106,18276764,72946624.0,False
2020-03-31,4.70571094,4.72918082,4.67050612,4.68224106,11707453,46831686.0,False
2020-04-01,4.67050612,4.71744588,4.62356636,4.6353013,16406796,65285145.0,False
2020-04-02,4.61183142,4.70571094,4.56489166,4.693976,20157687,79378087.0,False
2020-04-03,4.67050612,4.693976,4.61183142,4.6353013,14693117,58228269.0,False
2020-04-07,4.67050612,4.71744588,4.67050612,4.693976,20984144,83832251.0,False
2020-04-08,4.68224106,4.71744588,4.65877118,4.693976,19743958,78875801.0,False
2020-04-09,4.71744588,4.72918082,4.693976,4.693976,12378100,49641898.0,False
2020-04-10,4.71744588,4.71744588,4.6353013,4.64703624,8973001,35712180.0,False
2020-04-13,4.6353013,4.6353013,4.58836154,4.62356636,10610928,41748555.0,False
2020-04-14,4.64703624,4.68224106,4.62356636,4.67050612,12202401,48369255.0,False
2020-04-15,4.67050612,4.67050612,4.61183142,4.62356636,9754300,38525879.0,False
2020-04-16,4.62356636,4.6353013,4.60009648,4.62356636,5916512,23296893.0,False
2020-04-17,4.6353013,4.65877118,4.61183142,4.6353013,11005031,43493649.0,False
2020-04-20,4.6353013,4.65877118,4.61183142,4.62356636,8872929,34936140.0,False
2020-04-21,4.61183142,4.62356636,4.54142178,4.55315672,13071681,50875328.0,False
2020-04-22,4.5179519,4.5766266,4.49448202,4.56489166,11153999,43142740.0,False
2020-04-23,4.56489166,4.56489166,4.5179519,4.52968684,9978306,38535728.0,False
2020-04-24,4.5179519,4.56489166,4.50621696,4.5179519,8701605,33602262.0,False
2020-04-27,4.49448202,4.54142178,4.49448202,4.50621696,6465526,24873808.0,False
2020-04-28,4.50621696,4.5179519,4.37713262,4.41233744,10131919,38288953.0,False
2020-04-29,4.4006025,4.44754226,4.37713262,4.41233744,7820543,29454050.0,False
2020-04-30,4.43580732,4.49448202,4.43580732,4.48274708,8882113,33803798.0,False
2020-05-06,4.43580732,4.50621696,4.43580732,4.49448202,8032130,30583858.0,False
2020-05-07,4.50621696,4.50621696,4.44754226,4.44754226,9350031,35601270.0,False
2020-05-08,4.4592772,4.48274708,4.44754226,4.47101214,7805280,29720752.0,False
2020-05-11,4.47101214,4.49448202,4.4592772,4.48274708,7579435,28920077.0,False
2020-05-12,4.4592772,4.47101214,4.42407238,4.43580732,10335917,39139934.0,False
2020-05-13,4.43580732,4.43580732,4.4006025,4.42407238,6221198,23401810.0,False
2020-05-14,4.41233744,4.43580732,4.4006025,4.41233744,6859401,25790457.0,False
2020-05-15,4.42407238,4.43580732,4.4006025,4.4006025,5600673,21060678.0,False
2020-05-18,4.4006025,4.4592772,4.38886756,4.42407238,8267983,31179348.0,False
2020-05-19,4.43580732,4.49448202,4.43580732,4.47101214,10035790,38271346.0,False
2020-05-20,4.47101214,4.49448202,4.43580732,4.4592772,9171289,34912928.0,False
2020-05-21,4.4592772,4.48274708,4.37713262,4.4006025,10955465,41385305.0,False
2020-05-22,4.41233744,4.41233744,4.31845792,4.33019286,12172100,45173197.0,False
2020-05-25,4.33019286,4.36539768,4.31845792,4.3419278,8485315,31392807.0,False
2020-05-26,4.35366274,4.41233744,4.33019286,4.37713262,11306173,42086455.0,False
2020-05-27,4.38886756,4.54142178,4.36539768,4.49448202,26128482,99678540.0,False
2020-05-28,4.50621696,4.54142178,4.48274708,4.50621696,12424588,47775503.0,False
2020-05-29,4.50621696,4.50621696,4.43580732,4.44754226,11425851,43427396.0,False
